Map,Roundtype,Blue Team,Red Team,time,len,KB,KR,UB,UR,FB,Death Sequence,Ults Blue,Ults Red,Teamcomp Blue,Teamcomp Red
Junkertown,Defense, DAL, SEO,0:25,11,1,6,0,0,R,JunkratWidowmakerOrisaReaperMercyZenyattaRoadhog,,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,WidowmakerReaperAnaMercyD.VaReinhardt
Junkertown,Defense, DAL, SEO,0:57,26,1,7,1,1,R,OrisaJunkratAnaWidowmakerRoadhogZenyattaJunkratMercy,Roadhog,Reaper,JunkratWidowmakerMercyZenyattaOrisaRoadhog,WidowmakerReaperAnaMercyD.VaReinhardt
Junkertown,Defense, DAL, SEO,2:20,26,6,2,3,2,R,RoadhogWidowmakerWidowmakerWidowmakerReaperReinhardtD.VaAna,OrisaRoadhogZenyatta,MercyReinhardt,JunkratWidowmakerMercyZenyattaOrisaRoadhog,WidowmakerReaperAnaMercyD.VaReinhardt
Junkertown,Defense, DAL, SEO,3:08,14,2,2,1,0,B,WinstonWidowmakerWidowmakerWidowmaker,Widowmaker,,JunkratWidowmakerMercyZenyattaOrisaRoadhog,WidowmakerReaperAnaMercyD.VaWinston
Junkertown,Defense, DAL, SEO,3:45,27,5,1,3,1,R,ZenyattaReaperWidowmakerMercyAnaWinston,RoadhogJunkratZenyatta,Widowmaker,JunkratWidowmakerMercyZenyattaOrisaRoadhog,WidowmakerReaperAnaMercyD.VaWinston
Junkertown,Defense, DAL, SEO,4:45,39,2,7,2,2,R,JunkratRoadhogWidowmakerReaperZenyattaOrisaMercyRoadhogMercy,MercyZenyatta,ReaperWinston,JunkratWidowmakerMercyZenyattaOrisaRoadhog,WidowmakerReaperAnaMercyD.VaWinston
Junkertown,Defense, DAL, SEO,5:52,36,3,6,1,3,R,D.VaReaperWinstonMercyReaperZenyattaJunkratRoadhogD.Va,Roadhog,WidowmakerAnaWidowmaker,JunkratWidowmakerMercyZenyattaD.VaRoadhog,WidowmakerReaperAnaMercyD.VaWinston
Junkertown,Defense, DAL, SEO,6:47,29,1,6,2,2,R,WidowmakerD.VaZenyattaJunkratZenyattaMercyRoadhog,WidowmakerRoadhog,WinstonWidowmaker,JunkratWidowmakerMercyZenyattaD.VaRoadhog,WidowmakerReaperMercyZenyattaD.VaWinston
Junkertown,Defense, DAL, SEO,7:37,32,8,2,4,1,B,ReaperMccreeZenyattaD.VaOrisaReaperWinstonMercyZenyattaWidowmaker,JunkratZenyattaMercyRoadhog,Mercy,JunkratMccreeMercyZenyattaOrisaRoadhog,WidowmakerReaperMercyZenyattaD.VaWinston
Temple of Anubis,Attack, DAL, SEO,0:29,18,6,1,0,0,B,ZenyattaTracerD.VaMercyMercyOrisaWidowmaker,,,WidowmakerLucioMercyD.VaOrisaRoadhog,WidowmakerTracerMercyZenyattaD.VaOrisa
Temple of Anubis,Attack, DAL, SEO,1:21,24,9,0,1,0,B,D.VaGenjiZenyattaMercyZenyattaWinstonTracerD.VaGenji,Mercy,,WidowmakerReaperLucioMercyD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, DAL, SEO,0:31,0,0,1,0,0,R,Soldier: 76,,,JunkratWidowmakerSoldier: 76MercyD.VaOrisa,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, DAL, SEO,0:46,22,5,4,3,2,R,OrisaD.VaZenyattaGenjiOrisaD.VaWinstonMercySoldier: 76,WidowmakerWidowmakerMercy,TracerZenyatta,JunkratWidowmakerSoldier: 76MercyD.VaOrisa,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, DAL, SEO,1:56,16,2,6,1,0,R,MercyWidowmakerJunkratGenjiMercySoldier: 76D.VaOrisa,Soldier: 76,,JunkratWidowmakerSoldier: 76MercyD.VaOrisa,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, DAL, SEO,2:41,31,1,6,1,1,R,OrisaGenjiMercyJunkratD.VaTracerWinston,Tracer,Genji,JunkratTracerMercyZenyattaD.VaOrisa,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, DAL, SEO,0:25,19,1,6,0,0,B,GenjiSoldier: 76MercyJunkratOrisaWidowmakerD.Va,,,JunkratWidowmakerSoldier: 76MercyD.VaOrisa,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, DAL, SEO,1:21,36,3,7,1,5,B,TracerWinstonD.VaD.VaJunkratTracerTracerZenyattaMercyWinston,Junkrat,MercyZenyattaWinstonGenjiTracer,JunkratTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, DAL, SEO,0:16,116,26,4,8,5,R,MercyZenyattaD.VaTracerWidowmakerWinstonZenyattaMercyTracerD.VaMercyGenjiRoadhogWinstonZenyattaD.VaTracerSombraGenjiD.VaTracerLucioZenyattaGenjiLucioLucioTracerD.VaWinstonMei,RoadhogWidowmakerLucioOrisaMercyWidowmakerRoadhogWidowmaker,TracerZenyattaWinstonGenjiTracer,WidowmakerLucioMercyD.VaOrisaRoadhog,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, DAL, SEO,0:29,9,2,6,0,0,R,JunkratGenjiMercySoldier: 76D.VaWidowmakerMercyOrisa,,,JunkratWidowmakerSoldier: 76MercyD.VaOrisa,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, DAL, SEO,1:20,15,6,1,1,1,B,TracerWinstonWinstonGenjiZenyattaMercyD.Va,Tracer,Tracer,SombraTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, DAL, SEO,1:59,17,1,3,2,2,R,WinstonTracerZenyattaTracer,MercySombra,ZenyattaWinston,SombraTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, DAL, SEO,2:27,68,2,13,3,6,R,ZenyattaMercyD.VaWinstonLucioMeiWinstonGenjiTracerSombraD.VaLucioZenyattaWinstonMei,ZenyattaSombraWinston,GenjiTracerTracerMercyZenyattaGenji,SombraTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, DAL, SEO,0:24,23,0,6,0,0,R,OrisaWidowmakerLucioRoadhogMercyD.Va,,,WidowmakerLucioMercyD.VaOrisaRoadhog,WidowmakerTracerMercyZenyattaD.VaOrisa
Temple of Anubis,Attack, DAL, SEO,1:17,19,1,4,0,0,R,WidowmakerTracerLucioOrisaD.Va,,,WidowmakerLucioMercyD.VaOrisaRoadhog,WidowmakerTracerMercyZenyattaD.VaOrisa
Temple of Anubis,Attack, DAL, SEO,2:03,58,4,10,4,7,R,WidowmakerZenyattaOrisaTracerWidowmakerLucioD.VaD.VaD.VaRoadhogOrisaMercyGenjiLucio,MercyLucioRoadhogOrisa,MercyWidowmakerTracerZenyattaOrisaTracerWidowmaker,WidowmakerLucioMercyD.VaOrisaRoadhog,WidowmakerTracerMercyZenyattaD.VaOrisa
Temple of Anubis,Attack, DAL, SEO,3:18,13,0,2,0,0,R,Soldier: 76Genji,,,GenjiSoldier: 76LucioMercyD.VaWinston,WidowmakerTracerMercyZenyattaD.VaOrisa
Temple of Anubis,Attack, DAL, SEO,3:45,18,0,2,0,2,R,WinstonD.Va,,WidowmakerTracer,GenjiSoldier: 76LucioMercyD.VaWinston,WidowmakerTracerMercyZenyattaD.VaOrisa
Temple of Anubis,Attack, DAL, SEO,4:24,40,8,3,4,3,R,Soldier: 76ZenyattaWinstonTracerWidowmakerMercyMercyZenyattaOrisaD.VaTracer,MercyWinstonGenjiLucio,MercyZenyattaTracer,GenjiSoldier: 76LucioMercyD.VaWinston,WidowmakerTracerMercyZenyattaD.VaOrisa
Temple of Anubis,Attack, DAL, SEO,5:28,54,5,4,3,3,B,ReaperTracerAnaGenjiD.VaReaperMercyD.VaLucio,Soldier: 76LucioLucio,WinstonTracerAna,GenjiSoldier: 76LucioMercyD.VaWinston,ReaperTracerAnaLucioD.VaWinston
Ilios,Lighthouse, DAL, SEO,0:21,36,4,7,1,1,B,WinstonMercyWinstonLucioWidowmakerTracerLucioTracerMercyD.VaTracer,Tracer,Tracer,WidowmakerTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Lighthouse, DAL, SEO,1:13,86,10,8,5,7,B,PharahWidowmakerMercyWinstonLucioD.VaMercyTracerD.VaMercyMercyWinstonWinstonWidowmakerLucioTracerPharahD.Va,MercyWidowmakerWinstonTracerLucio,PharahLucioTracerWinstonMercyLucioTracer,WidowmakerTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Lighthouse, DAL, SEO,3:03,50,3,10,4,5,R,WidowmakerPharahTracerLucioWinstonPharahMercyTracerD.VaWidowmakerTracerLucioWinston,TracerMercyLucioWidowmaker,MercyTracerPharahWinstonLucio,WidowmakerTracerLucioMercyD.VaWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Well, DAL, SEO,0:20,15,3,5,0,2,R,JunkratTracerMercyLucioMccreeOrisaZenyattaD.Va,,TracerMercy,JunkratMccreeMercyZenyattaOrisaRoadhog,PharahTracerLucioMercyD.VaWinston
Ilios,Well, DAL, SEO,0:58,15,1,4,0,1,B,TracerMccreeOrisaJunkratRoadhog,,Pharah,JunkratMccreeMercyZenyattaOrisaRoadhog,PharahTracerLucioMercyD.VaWinston
Ilios,Well, DAL, SEO,1:26,47,4,6,4,6,R,MccreeOrisaTracerZenyattaWinstonOrisaPharahMccreeD.VaJunkrat,ZenyattaJunkratMercyRoadhog,PharahMercyLucioPharahWinstonTracer,JunkratMccreeMercyZenyattaOrisaRoadhog,PharahTracerLucioMercyD.VaWinston
Ilios,Well, DAL, SEO,2:21,8,1,0,0,1,B,Tracer,,Tracer,WidowmakerTracerMercyZenyattaRoadhogWinston,PharahTracerLucioMercyD.VaWinston
Ilios,Well, DAL, SEO,2:38,55,4,9,5,5,B,D.VaZenyattaWidowmakerWidowmakerPharahMercyTracerWinstonZenyattaWinstonMercyD.VaD.Va,MercyRoadhogTracerWinstonZenyatta,LucioMercyTracerWinstonTracer,WidowmakerTracerMercyZenyattaRoadhogWinston,PharahTracerLucioMercyD.VaWinston
Numbani,Attack, DAL, SEO,0:17,0,0,1,0,0,R,Lucio,,,Soldier: 76TracerLucioMercyD.VaWinston,JunkratSoldier: 76AnaMercyD.VaWinston
Numbani,Attack, DAL, SEO,0:36,27,6,1,0,0,R,TracerMercyAnaJunkratSoldier: 76WinstonD.Va,,,Soldier: 76TracerLucioMercyD.VaWinston,JunkratSoldier: 76AnaMercyD.VaWinston
Numbani,Attack, DAL, SEO,1:20,5,0,2,0,0,R,MercyWinston,,,Soldier: 76TracerLucioMercyD.VaWinston,GenjiSoldier: 76AnaMercyD.VaWinston
Numbani,Attack, DAL, SEO,1:41,25,5,4,4,2,B,MercyTracerMercySoldier: 76AnaSoldier: 76GenjiD.VaLucio,TracerMercySoldier: 76Winston,Soldier: 76Winston,Soldier: 76TracerLucioMercyD.VaWinston,GenjiSoldier: 76AnaMercyD.VaWinston
Numbani,Attack, DAL, SEO,2:30,21,0,6,0,1,R,WinstonMercyLucioD.VaSoldier: 76Tracer,,Ana,Soldier: 76TracerLucioMercyD.VaWinston,GenjiTracerAnaMercyD.VaWinston
Numbani,Attack, DAL, SEO,3:22,14,1,3,1,1,B,WinstonWinstonLucioD.Va,Tracer,Tracer,Soldier: 76TracerLucioMercyD.VaWinston,GenjiTracerAnaMercyD.VaWinston
Numbani,Attack, DAL, SEO,3:57,26,6,1,3,3,B,MercyMercyAnaGenjiTracerWinstonD.Va,Soldier: 76TracerWinston,AnaTracerWinston,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerAnaMercyD.VaWinston
Numbani,Attack, DAL, SEO,4:50,10,0,6,0,1,R,ZenyattaSoldier: 76WinstonMercyD.VaTracer,,Tracer,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Numbani,Attack, DAL, SEO,5:20,20,1,4,0,1,R,WinstonZenyattaD.VaMercyD.Va,,Winston,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Numbani,Attack, DAL, SEO,5:59,46,3,7,5,4,R,TracerD.VaGenjiMercyWinstonWinstonZenyattaMercyTracerD.Va,ZenyattaMercyTracerWinstonSoldier: 76,MercyZenyattaTracerGenji,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Numbani,Attack, DAL, SEO,7:04,47,6,1,3,4,B,GenjiD.VaMercyTracerTracerWinstonMercy,TracerSoldier: 76Tracer,GenjiWinstonTracerZenyatta,Soldier: 76TracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Numbani,Defense, DAL, SEO,0:30,15,1,5,0,1,R,D.VaSoldier: 76TorbjörnSoldier: 76MercyTracer,,Soldier: 76,TorbjörnSoldier: 76TracerMercyD.VaWinston,PharahSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, DAL, SEO,1:36,5,1,2,1,1,R,ZenyattaWidowmakerSoldier: 76,Mercy,Widowmaker,MccreeSoldier: 76MercyZenyattaD.VaWinston,WidowmakerSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, DAL, SEO,1:47,38,1,4,3,1,B,WidowmakerMccreeD.VaWinstonSoldier: 76,WinstonMccreeZenyatta,Zenyatta,MccreeSoldier: 76MercyZenyattaD.VaWinston,WidowmakerSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, DAL, SEO,2:45,31,5,6,0,1,B,Soldier: 76TracerWinstonSoldier: 76ZenyattaMercyZenyattaD.VaMccreeMercySoldier: 76,,Mercy,MccreeTracerMercyZenyattaD.VaWinston,DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, DAL, SEO,3:33,14,3,0,1,0,B,DoomfistWinstonD.Va,Tracer,,MccreeTracerMercyZenyattaReinhardtZarya,DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, DAL, SEO,4:12,34,6,2,0,4,B,WinstonSoldier: 76MccreeMercyZenyattaTracerD.VaSoldier: 76,,ZenyattaWinstonDoomfistSoldier: 76,MccreeTracerMercyZenyattaReinhardtZarya,DoomfistSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, DAL, SEO,5:05,47,7,5,5,1,B,ReinhardtReaperZaryaZenyattaZaryaMccreeReinhardtReaperReinhardtReinhardtMercyTracer,ZenyattaZaryaTracerReinhardtTracer,Mercy,MccreeTracerMercyZenyattaReinhardtZarya,ReaperTracerMercyZenyattaReinhardtZarya
Numbani,Defense, DAL, SEO,6:03,29,5,2,2,1,B,TracerReinhardtZaryaReaperZaryaZenyattaTracer,MccreeTracer,Tracer,MccreeTracerMercyZenyattaReinhardtZarya,ReaperTracerMercyZenyattaReinhardtZarya
Numbani,Defense, DAL, SEO,7:05,0,0,1,0,1,R,Widowmaker,,Mccree,WidowmakerMccreeMercyZenyattaReinhardtZarya,JunkratMccreeMercyZenyattaReinhardtZarya
Numbani,Defense, DAL, SEO,7:09,47,5,6,6,6,B,JunkratReinhardtZenyattaMccreeReinhardtMccreeZaryaZaryaMercyMccreeZenyatta,ZenyattaZaryaMccreeReinhardtMercyWidowmaker,ZaryaJunkratMercyZenyattaReinhardtJunkrat,WidowmakerMccreeMercyZenyattaReinhardtZarya,JunkratMccreeMercyZenyattaReinhardtZarya
Numbani,Defense, DAL, SEO,8:11,6,0,1,0,1,R,Widowmaker,,Mccree,WidowmakerMccreeMercyZenyattaD.VaWinston,JunkratMccreeLucioZenyattaD.VaReinhardt
Numbani,Attack, DAL, SEO,0:20,8,0,5,0,0,R,MercyLucioWinstonTracerD.Va,,,Soldier: 76TracerLucioMercyD.VaWinston,PharahSoldier: 76AnaMercyD.VaWinston
Numbani,Attack, DAL, SEO,0:59,12,1,4,1,2,R,ZenyattaSoldier: 76D.VaWinstonSoldier: 76,Soldier: 76,MercySoldier: 76,Soldier: 76TracerMercyZenyattaD.VaWinston,PharahSoldier: 76AnaMercyD.VaWinston
Numbani,Defense, DAL, SEO,0:23,0,1,0,0,0,B,Zenyatta,,,TorbjörnSoldier: 76TracerMercyD.VaWinston,PharahSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, DAL, SEO,0:51,15,6,0,2,1,B,ZenyattaWinstonPharahMercyD.VaSoldier: 76,MercyTracer,Soldier: 76,TorbjörnSoldier: 76TracerMercyD.VaWinston,PharahSoldier: 76MercyZenyattaD.VaWinston
Dorado,Attack, LDN, FLA,6:27,8,1,1,1,1,R,MercyMercy,Genji,Winston,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerSoldier: 76MercyZenyattaD.VaWinston
Dorado,Attack, LDN, FLA,5:19,40,4,7,3,1,R,D.VaGenjiGenjiWinstonZenyattaWidowmakerZenyattaWinstonWinstonMercyD.Va,MercyTracerZenyatta,Zenyatta,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerSoldier: 76MercyZenyattaD.VaWinston
Dorado,Attack, LDN, FLA,4:50,11,2,1,0,0,B,WinstonMercyWinston,,,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerSoldier: 76MercyZenyattaD.VaWinston
Dorado,Attack, LDN, FLA,3:48,22,2,4,1,1,B,ZenyattaD.VaZenyattaMercySoldier: 76Tracer,Zenyatta,Mercy,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerSoldier: 76MercyZenyattaD.VaWinston
Dorado,Attack, LDN, FLA,3:10,15,3,0,3,0,B,ZenyattaD.VaWinston,WinstonMercyTracer,,GenjiTracerMercyZenyattaD.VaWinston,WidowmakerSoldier: 76MercyZenyattaD.VaWinston
Dorado,Attack, LDN, FLA,1:58,11,1,2,1,2,R,WinstonTracerZenyatta,Tracer,AnaWinston,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Dorado,Attack, LDN, FLA,2:23,12,6,1,1,2,B,AnaSoldier: 76MercyZenyattaD.VaTracerWinston,Genji,Soldier: 76Tracer,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Dorado,Attack, LDN, FLA,1:10,25,3,4,1,0,B,TracerWinstonMercyTracerAnaWinstonD.Va,Zenyatta,,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Dorado,Defense, LDN, FLA,3:13,19,0,3,1,1,R,WinstonZenyattaD.Va,Widowmaker,Widowmaker,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Dorado,Defense, LDN, FLA,2:27,40,5,7,3,4,B,WidowmakerZenyattaZenyattaTracerMercyMercyZenyattaD.VaWinstonWidowmakerZenyattaWidowmaker,MercyWinstonZenyatta,MercyTracerZenyattaWinston,WidowmakerTracerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Dorado,Defense, LDN, FLA,1:44,9,3,1,0,0,R,JunkratWidowmakerMercyZenyatta,,,JunkratWidowmakerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Dorado,Defense, LDN, FLA,0:45,10,2,3,0,0,R,MercyWidowmakerTracerD.VaJunkrat,,,JunkratWidowmakerMercyZenyattaD.VaWinston,WidowmakerTracerMercyZenyattaD.VaWinston
Temple of Anubis,Attack, LDN, FLA,3:06,10,3,1,3,1,B,WinstonJunkratReaperD.Va,ZenyattaGenjiReaper,Tracer,GenjiReaperMercyZenyattaD.VaWinston,JunkratSombraTracerMercyD.VaWinston
Temple of Anubis,Attack, LDN, FLA,1:26,53,10,7,2,1,R,ReaperWinstonMercyJunkratD.VaSombraTracerWinstonDoomfistZenyattaD.VaMercyMercyWinstonD.VaReaperGenji,GenjiWinston,Sombra,GenjiReaperMercyZenyattaD.VaWinston,JunkratSombraTracerMercyD.VaWinston
Temple of Anubis,Attack, LDN, FLA,0:29,17,6,1,0,0,B,WinstonWinstonMercySoldier: 76WidowmakerTracerD.Va,,,WidowmakerGenjiMercyZenyattaD.VaWinston,WidowmakerSoldier: 76TracerMercyD.VaWinston
Temple of Anubis,Defense, LDN, FLA,8:03,10,6,0,1,2,B,LucioMercyD.VaWinstonTracerGenji,Zenyatta,TracerGenji,JunkratTracerMercyZenyattaD.VaWinston,GenjiTracerLucioMercyD.VaWinston
Temple of Anubis,Defense, LDN, FLA,7:26,19,3,2,3,1,B,LucioGenjiJunkratTracerTracer,WinstonTracerJunkrat,Mercy,JunkratTracerMercyZenyattaD.VaWinston,GenjiTracerLucioMercyD.VaWinston
Temple of Anubis,Defense, LDN, FLA,6:59,0,1,0,0,0,B,Genji,,,JunkratTracerMercyZenyattaD.VaWinston,GenjiTracerLucioMercyD.VaWinston
Temple of Anubis,Defense, LDN, FLA,6:01,30,4,7,2,2,R,JunkratZenyattaMercyMercyWinstonWinstonTracerJunkratTracerD.VaGenji,TracerZenyatta,WinstonLucio,JunkratTracerMercyZenyattaD.VaWinston,GenjiTracerLucioMercyD.VaWinston
Temple of Anubis,Defense, LDN, FLA,4:44,41,7,7,4,2,R,MercyZenyattaMercyD.VaGenjiWinstonGenjiWinstonZenyattaMercyD.VaWinstonGenjiTracer,WinstonTracerMercyGenji,MercyGenji,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerLucioMercyD.VaWinston
Temple of Anubis,Defense, LDN, FLA,3:39,26,4,3,0,3,B,ZenyattaMercyTracerMercyWinstonWinstonTracer,,ZenyattaTracerWinston,GenjiTracerMercyZenyattaD.VaWinston,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, LDN, FLA,2:24,41,2,7,4,3,R,GenjiZenyattaWidowmakerOrisaGenjiWidowmakerMercyD.VaMercy,MercyGenjiZenyattaWidowmaker,MercyTracerGenji,WidowmakerGenjiMercyZenyattaD.VaOrisa,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, LDN, FLA,1:25,19,3,0,1,0,B,TracerWinstonD.Va,Widowmaker,,WidowmakerGenjiMercyZenyattaD.VaOrisa,GenjiTracerMercyZenyattaD.VaWinston
Temple of Anubis,Defense, LDN, FLA,0:54,6,2,0,0,0,B,TracerGenji,,,WidowmakerGenjiMercyZenyattaD.VaOrisa,GenjiTracerMercyZenyattaD.VaWinston
Oasis,University, LDN, FLA,4:44,58,10,6,3,3,B,LucioZaryaWinstonReaperReinhardtMercyJunkratZaryaTracerReaperRoadhogZenyattaLucioWinstonD.VaMoira,ZaryaZenyattaReinhardt,MercyWinstonTracer,JunkratMercyZenyattaReinhardtRoadhogZarya,ReaperTracerLucioMercyD.VaWinston
Oasis,University, LDN, FLA,3:50,21,6,2,0,1,R,ReinhardtMercyJunkratZenyattaTracerWinstonD.VaJunkrat,,Tracer,JunkratMercyZenyattaReinhardtRoadhogZarya,JunkratTracerMercyZenyattaD.VaWinston
Oasis,University, LDN, FLA,3:11,8,4,0,1,0,B,ZenyattaMercyJunkratWinston,Reinhardt,,JunkratMercyZenyattaReinhardtRoadhogZarya,JunkratTracerMercyZenyattaD.VaWinston
Oasis,University, LDN, FLA,2:36,9,5,0,1,1,B,JunkratMercyMccreeOrisaRoadhog,Zarya,Mccree,JunkratMercyZenyattaReinhardtRoadhogZarya,JunkratMccreeMercyZenyattaOrisaRoadhog
Oasis,University, LDN, FLA,1:42,30,3,4,1,2,R,ReinhardtMccreeReinhardtMccreeZaryaRoadhogReinhardt,Mercy,JunkratZenyatta,JunkratMercyZenyattaReinhardtRoadhogZarya,JunkratMccreeMercyZenyattaOrisaRoadhog
Oasis,University, LDN, FLA,0:58,15,0,3,0,0,R,TracerWinstonGenji,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaOrisaRoadhog
Oasis,University, LDN, FLA,0:15,12,0,2,0,0,R,GenjiTracer,,,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaOrisaRoadhog
Oasis,Gardens, LDN, FLA,6:07,27,6,4,0,0,B,GenjiWinstonSoldier: 76ZenyattaGenjiTracerWinstonMoiraDoomfistTracer,,,GenjiTracerMercyMoiraD.VaWinston,GenjiSoldier: 76TracerLucioZenyattaWinston
Oasis,Gardens, LDN, FLA,5:05,38,7,3,3,4,R,D.VaWinstonJunkratAnaZenyattaMccreeOrisaMccreeMercyRoadhog,MercyGenjiWinston,RoadhogMercyMccreeJunkrat,GenjiTracerAnaMercyD.VaWinston,JunkratMccreeMercyZenyattaOrisaRoadhog
Oasis,Gardens, LDN, FLA,4:49,9,0,2,0,0,R,TracerGenji,,,GenjiTracerAnaMercyD.VaWinston,JunkratMccreeMercyZenyattaOrisaRoadhog
Oasis,Gardens, LDN, FLA,3:48,33,2,6,2,2,R,MercyMccreeD.VaZenyattaZenyattaTracerWinstonGenji,WinstonZenyatta,OrisaZenyatta,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaOrisaRoadhog
Oasis,Gardens, LDN, FLA,2:52,22,8,1,2,2,R,WinstonZenyattaMccreeJunkratMercyOrisaRoadhogZenyattaMccree,ZenyattaTracer,MccreeRoadhog,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaOrisaRoadhog
Oasis,Gardens, LDN, FLA,1:45,42,2,8,2,3,R,GenjiJunkratRoadhogD.VaZenyattaTracerWinstonMercyGenjiD.Va,WinstonTracer,OrisaZenyattaJunkrat,GenjiTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaOrisaRoadhog
Oasis,Gardens, LDN, FLA,0:41,33,0,7,0,1,R,WinstonMccreeMercyWinstonZenyattaMccreeD.Va,,Mccree,MccreeTracerMercyZenyattaD.VaWinston,JunkratMccreeMercyZenyattaOrisaRoadhog
Numbani,Attack, LDN, FLA,3:34,21,6,0,3,3,B,AnaMercyD.VaSoldier: 76WinstonTracer,ZenyattaWinstonGenji,AnaSoldier: 76Winston,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Numbani,Attack, LDN, FLA,2:50,17,6,1,0,0,B,AnaMercyMercyD.VaSoldier: 76TracerWinston,,,GenjiTracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Numbani,Attack, LDN, FLA,1:38,36,4,7,5,3,R,Soldier: 76Soldier: 76ZenyattaAnaWinstonMercyMercyTracerD.VaD.VaSoldier: 76,ZenyattaMercyWinstonSoldier: 76Tracer,AnaMercyWinston,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Numbani,Attack, LDN, FLA,0:54,9,6,0,0,0,B,D.VaAnaMercySoldier: 76TracerWinston,,,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Numbani,Attack, LDN, FLA,0:23,13,2,1,0,0,B,TracerSoldier: 76Winston,,,Soldier: 76TracerMercyZenyattaD.VaWinston,Soldier: 76TracerAnaMercyD.VaWinston
Numbani,Attack, LDN, FLA,4:25,34,7,1,2,1,B,Soldier: 76ZenyattaWinstonTracerWinstonD.VaMercySoldier: 76,MercyTracer,Mercy,MccreeTracerMercyZenyattaD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
Numbani,Defense, LDN, FLA,0:39,23,7,1,0,0,R,AnaWinstonZenyattaMercyWidowmakerWinstonSoldier: 76D.Va,,,Soldier: 76TracerAnaMercyD.VaWinston,WidowmakerSoldier: 76MercyZenyattaD.VaWinston
Numbani,Defense, LDN, FLA,1:38,3,1,0,1,0,B,Soldier: 76,Tracer,,Soldier: 76TracerAnaMercyD.VaWinston,Soldier: 76TracerMercyZenyattaD.VaWinston
